m,n,k,processes,threads,error,generation_time,first_communication_time,second_communication_time,parallel_time,serial_time
2500,5000,64,0,12,0.000000,0.040199,0.000000,0.000000,0.037345,0.172852
2500,5000,64,0,16,0.000000,0.045398,0.000000,0.000000,0.030517,0.163275
2500,5000,64,0,20,0.000000,0.035790,0.000000,0.000000,0.028289,0.165892
2500,5000,64,0,4,0.000000,0.049366,0.000000,0.000000,0.079559,0.000000
2500,5000,64,0,8,0.000000,0.047896,0.000000,0.000000,0.048655,0.000000
2500,5000,64,0,12,0.000000,0.035144,0.000000,0.000000,0.037260,0.000000
2500,5000,64,0,16,0.000000,0.046813,0.000000,0.000000,0.030474,0.000000
2500,5000,64,0,20,0.000000,0.036321,0.000000,0.000000,0.026050,0.000000
2500,5000,64,0,4,0.000000,0.039505,0.000000,0.000000,0.080496,0.000000
2500,5000,64,0,8,0.000000,0.047851,0.000000,0.000000,0.047476,0.000000
2500,5000,64,0,12,0.000000,0.048646,0.000000,0.000000,0.036225,0.000000
2500,5000,64,0,16,0.000000,0.035916,0.000000,0.000000,0.031371,0.000000
2500,5000,64,0,20,0.000000,0.036361,0.000000,0.000000,0.028444,0.000000
2500,5000,64,0,4,0.000000,0.036066,0.000000,0.000000,0.077813,0.000000
2500,5000,64,0,8,0.000000,0.048362,0.000000,0.000000,0.047488,0.000000
2500,5000,64,0,12,0.000000,0.034291,0.000000,0.000000,0.037699,0.000000
2500,5000,64,0,16,0.000000,0.046347,0.000000,0.000000,0.030103,0.000000
2500,5000,64,0,20,0.000000,0.035994,0.000000,0.000000,0.027663,0.000000
2500,5000,128,0,4,0.000000,0.046616,0.000000,0.000000,0.143362,0.368883
2500,5000,128,0,8,0.000000,0.057136,0.000000,0.000000,0.081400,0.339171
2500,5000,128,0,12,0.000000,0.056832,0.000000,0.000000,0.061450,0.367831
2500,5000,128,0,16,0.000000,0.058229,0.000000,0.000000,0.049752,0.341480
2500,5000,128,0,20,0.000000,0.053285,0.000000,0.000000,0.043042,0.337318
2500,5000,128,0,4,0.000000,0.056905,0.000000,0.000000,0.141976,0.000000
2500,5000,128,0,8,0.000000,0.045051,0.000000,0.000000,0.082701,0.000000
2500,5000,128,0,12,0.000000,0.060143,0.000000,0.000000,0.060128,0.000000
2500,5000,128,0,16,0.000000,0.046690,0.000000,0.000000,0.050256,0.000000
2500,5000,128,0,20,0.000000,0.059932,0.000000,0.000000,0.042630,0.000000
2500,5000,128,0,4,0.000000,0.047009,0.000000,0.000000,0.141336,0.000000
2500,5000,128,0,8,0.000000,0.057693,0.000000,0.000000,0.082261,0.000000
2500,5000,128,0,12,0.000000,0.059431,0.000000,0.000000,0.059811,0.000000
2500,5000,128,0,16,0.000000,0.059089,0.000000,0.000000,0.049287,0.000000
2500,5000,128,0,20,0.000000,0.052316,0.000000,0.000000,0.041630,0.000000
2500,5000,128,0,4,0.000000,0.045935,0.000000,0.000000,0.145918,0.000000
2500,5000,128,0,8,0.000000,0.058423,0.000000,0.000000,0.081270,0.000000
2500,5000,128,0,12,0.000000,0.057335,0.000000,0.000000,0.059833,0.000000
2500,5000,128,0,16,0.000000,0.052185,0.000000,0.000000,0.049915,0.000000
2500,5000,128,0,20,0.000000,0.046030,0.000000,0.000000,0.041500,0.000000
2500,5000,156,0,4,0.000000,0.051457,0.000000,0.000000,0.215791,0.453528
2500,5000,156,0,8,0.000000,0.061123,0.000000,0.000000,0.123737,0.406269
2500,5000,156,0,12,0.000000,0.062071,0.000000,0.000000,0.085081,0.406051
2500,5000,156,0,16,0.000000,0.063437,0.000000,0.000000,0.071665,0.401440
2500,5000,156,0,20,0.000000,0.049989,0.000000,0.000000,0.058362,0.394787
2500,5000,156,0,4,0.000000,0.061987,0.000000,0.000000,0.213618,0.000000
2500,5000,156,0,8,0.000000,0.061903,0.000000,0.000000,0.122919,0.000000
2500,5000,156,0,12,0.000000,0.049295,0.000000,0.000000,0.087837,0.000000
2500,5000,156,0,16,0.000000,0.065312,0.000000,0.000000,0.070009,0.000000
